sampleID	Subtype_mRNA	Subtype_DNAmeth	Subtype_protein	Subtype_miRNA	Subtype_CNA	Subtype_Integrative	Subtype_other	Subtype_Selected
TCGA-BQ-5889-01	mRNA.Cluster 2	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:3	"CN_2:Arm level Alterations,chr7 gain"	C2a	NA	KIRP.C2a
TCGA-BQ-5890-01	mRNA.Cluster 2	DNA_meth_cluster:1	RPPA cluster 1	miRNA cluster:1	"CN_1:Genome Unstable, p16 deleted"	C2b	NA	KIRP.C2b
TCGA-BQ-5891-01	mRNA.Cluster 2	DNA_meth_cluster:1	RPPA cluster 2	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C2b	NA	KIRP.C2b
TCGA-BQ-5892-01	mRNA.Cluster 2	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:3	"CN_2:Arm level Alterations,chr7 gain"	C2a	NA	KIRP.C2a
TCGA-BQ-5893-01	mRNA.Cluster 2	CIMP	RPPA cluster 3	miRNA cluster:2	"CN_1:Genome Unstable, p16 deleted"	C2c - CIMP	NA	KIRP.C2c - CIMP
TCGA-BQ-5894-01	mRNA.Cluster 2	CIMP	RPPA cluster 3	miRNA cluster:3	"CN_1:Genome Unstable, p16 deleted"	C2c - CIMP	NA	KIRP.C2c - CIMP
TCGA-BQ-7044-01	mRNA.Cluster 2	DNA_meth_cluster:1	RPPA cluster 1	miRNA cluster:1	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C2b	NA	KIRP.C2b
TCGA-BQ-7045-01	mRNA.Cluster 3	DNA_meth_cluster:2	NA	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-BQ-7046-01	mRNA.Cluster 3	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-BQ-7048-01	mRNA.Cluster 2	DNA_meth_cluster:1	RPPA cluster 1	miRNA cluster:3	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C2b	NA	KIRP.C2b
TCGA-BQ-7050-01	mRNA.Cluster 2	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:4	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C2a	NA	KIRP.C2a
TCGA-BQ-7051-01	mRNA.Cluster 1	DNA_meth_cluster:1	RPPA cluster 2	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-BQ-7053-01	mRNA.Cluster 2	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:1	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C2a	NA	KIRP.C2a
TCGA-BQ-7055-01	mRNA.Cluster 2	DNA_meth_cluster:2	RPPA cluster 1	miRNA cluster:2	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C2a	NA	KIRP.C2a
TCGA-BQ-7058-01	mRNA.Cluster 2	DNA_meth_cluster:1	RPPA cluster 1	miRNA cluster:4	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C2b	NA	KIRP.C2b
TCGA-BQ-7059-01	mRNA.Cluster 3	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-BQ-7060-01	mRNA.Cluster 3	DNA_meth_cluster:2	RPPA cluster 1	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-BQ-7061-01	mRNA.Cluster 2	DNA_meth_cluster:1	RPPA cluster 1	miRNA cluster:3	"CN_2:Arm level Alterations,chr7 gain"	C2b	NA	KIRP.C2b
TCGA-BQ-7062-01	mRNA.Cluster 3	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-DW-5560-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-DW-5561-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:4	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-DW-7834-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-DW-7836-01	mRNA.Cluster 1	DNA_meth_cluster:2	NA	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-DW-7837-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-DW-7838-01	mRNA.Cluster 3	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-DW-7839-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:4	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C1	NA	KIRP.C1
TCGA-DW-7840-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-DW-7841-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-DW-7842-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:2	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-DW-7963-01	mRNA.Cluster 3	DNA_meth_cluster:2	RPPA cluster 1	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-DZ-6131-01	mRNA.Cluster 2	DNA_meth_cluster:1	RPPA cluster 3	miRNA cluster:3	"CN_1:Genome Unstable, p16 deleted"	C2b	NA	KIRP.C2b
TCGA-DZ-6132-01	mRNA.Cluster 2	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-DZ-6133-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-DZ-6134-01	mRNA.Cluster 3	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:3	"CN_2:Arm level Alterations,chr7 gain"	C2a	NA	KIRP.C2a
TCGA-DZ-6135-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:1	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C1	NA	KIRP.C1
TCGA-EV-5901-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:2	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-EV-5902-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:4	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C1	NA	KIRP.C1
TCGA-EV-5903-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:3	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-F9-A4JJ-01	mRNA.Cluster 2	CIMP	RPPA cluster 3	miRNA cluster:1	"CN_1:Genome Unstable, p16 deleted"	C2c - CIMP	NA	KIRP.C2c - CIMP
TCGA-G7-6789-01	mRNA.Cluster 2	DNA_meth_cluster:1	RPPA cluster 3	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C2b	NA	KIRP.C2b
TCGA-G7-6790-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 1	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-G7-6792-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:1	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C1	NA	KIRP.C1
TCGA-G7-6793-01	mRNA.Cluster 2	CIMP	RPPA cluster 3	miRNA cluster:1	"CN_1:Genome Unstable, p16 deleted"	C2c - CIMP	NA	KIRP.C2c - CIMP
TCGA-G7-6795-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-G7-6796-01	mRNA.Cluster 3	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:3	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C2a	NA	KIRP.C2a
TCGA-G7-6797-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:4	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C1	NA	KIRP.C1
TCGA-G7-7501-01	mRNA.Cluster 2	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:4	"CN_1:Genome Unstable, p16 deleted"	C2a	NA	KIRP.C2a
TCGA-G7-7502-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:1	"CN_1:Genome Unstable, p16 deleted"	C1	NA	KIRP.C1
TCGA-G7-A4TM-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-GL-6846-01	mRNA.Cluster 1	DNA_meth_cluster:1	RPPA cluster 3	miRNA cluster:4	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-GL-7773-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:1	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C1	NA	KIRP.C1
TCGA-GL-7966-01	mRNA.Cluster 2	CIMP	RPPA cluster 3	miRNA cluster:2	"CN_1:Genome Unstable, p16 deleted"	C2c - CIMP	NA	KIRP.C2c - CIMP
TCGA-GL-8500-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:4	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C1	NA	KIRP.C1
TCGA-GL-A4EM-01	mRNA.Cluster 2	DNA_meth_cluster:2	RPPA cluster 1	miRNA cluster:3	"CN_2:Arm level Alterations,chr7 gain"	C2a	NA	KIRP.C2a
TCGA-GL-A59R-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-GL-A59T-01	mRNA.Cluster 1	DNA_meth_cluster:2	NA	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-HE-7128-01	mRNA.Cluster 3	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-HE-7129-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:4	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-HE-A5NF-01	mRNA.Cluster 3	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-HE-A5NH-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-HE-A5NI-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-HE-A5NJ-01	mRNA.Cluster 1	DNA_meth_cluster:1	RPPA cluster 3	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-HE-A5NL-01	mRNA.Cluster 3	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-IA-A40U-01	mRNA.Cluster 3	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-IA-A40X-01	mRNA.Cluster 2	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:4	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C2a	NA	KIRP.C2a
TCGA-IA-A40Y-01	mRNA.Cluster 2	DNA_meth_cluster:1	RPPA cluster 3	miRNA cluster:1	"CN_1:Genome Unstable, p16 deleted"	C2b	NA	KIRP.C2b
TCGA-IZ-8195-01	mRNA.Cluster 1	DNA_meth_cluster:1	RPPA cluster 3	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-IZ-8196-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-IZ-A6M8-01	mRNA.Cluster 3	DNA_meth_cluster:2	RPPA cluster 1	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-IZ-A6M9-01	mRNA.Cluster 1	DNA_meth_cluster:2	NA	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-J7-6720-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-J7-8537-01	mRNA.Cluster 2	DNA_meth_cluster:1	RPPA cluster 3	miRNA cluster:3	"CN_1:Genome Unstable, p16 deleted"	C2b	NA	KIRP.C2b
TCGA-KV-A6GD-01	mRNA.Cluster 2	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:3	"CN_2:Arm level Alterations,chr7 gain"	C2a	NA	KIRP.C2a
TCGA-KV-A6GE-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:4	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-MH-A55W-01	mRNA.Cluster 1	DNA_meth_cluster:2	NA	miRNA cluster:4	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-MH-A55Z-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-MH-A560-01	mRNA.Cluster 2	DNA_meth_cluster:2	RPPA cluster 1	miRNA cluster:4	"CN_2:Arm level Alterations,chr7 gain"	C2a	NA	KIRP.C2a
TCGA-MH-A561-01	mRNA.Cluster 1	DNA_meth_cluster:2	NA	miRNA cluster:1	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C1	NA	KIRP.C1
TCGA-MH-A562-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-P4-A5E6-01	mRNA.Cluster 2	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:1	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C2a	NA	KIRP.C2a
TCGA-P4-A5E7-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 2	miRNA cluster:1	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-P4-A5E8-01	mRNA.Cluster 2	CIMP	RPPA cluster 3	miRNA cluster:2	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C2c - CIMP	NA	KIRP.C2c - CIMP
TCGA-P4-A5EA-01	mRNA.Cluster 2	CIMP	RPPA cluster 3	miRNA cluster:2	"CN_1:Genome Unstable, p16 deleted"	C2c - CIMP	NA	KIRP.C2c - CIMP
TCGA-P4-A5EB-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:2	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-P4-A5ED-01	mRNA.Cluster 2	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:2	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C2a	NA	KIRP.C2a
TCGA-PJ-A5Z8-01	mRNA.Cluster 2	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:1	"CN_3:Genome Stable, sporadic SCNAs, few p16 deletions"	C2a	NA	KIRP.C2a
TCGA-PJ-A5Z9-01	mRNA.Cluster 1	DNA_meth_cluster:2	RPPA cluster 3	miRNA cluster:4	"CN_2:Arm level Alterations,chr7 gain"	C1	NA	KIRP.C1
TCGA-Q2-A5QZ-01	mRNA.Cluster 2	DNA_meth_cluster:1	RPPA cluster 3	miRNA cluster:2	"CN_1:Genome Unstable, p16 deleted"	C2b	NA	KIRP.C2b
TCGA-BC-4073-01	1	2	NA	3	2	iCluster:3	Paradigm:C3	LIHC.iCluster:3
TCGA-BC-A10R-01	1	1	2	5	2	iCluster:1	Paradigm:C1	LIHC.iCluster:1
TCGA-BC-A10S-01	3	4	1	3	1	iCluster:2	Paradigm:C1	LIHC.iCluster:2
TCGA-BC-A10T-01	4	2	2	5	2	iCluster:3	Paradigm:C1	LIHC.iCluster:3
TCGA-BC-A10U-01	5	2	1	3	1	iCluster:3	Paradigm:C1	LIHC.iCluster:3
TCGA-BC-A10W-01	1	1	2	3	3	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-BC-A10X-01	3	2	2	5	4	iCluster:1	Paradigm:C1	LIHC.iCluster:1
TCGA-BC-A10Y-01	4	2	2	1	2	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-BC-A10Z-01	4	2	2	1	2	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-BC-A110-01	3	2	1	5	4	iCluster:1	Paradigm:C4	LIHC.iCluster:1
TCGA-BC-A112-01	1	3	NA	5	2	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-CC-5258-01	1	1	1	4	3	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-CC-5260-01	1	3	1	5	2	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-CC-5261-01	1	3	1	5	2	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-CC-5262-01	3	2	1	5	1	iCluster:2	Paradigm:C3	LIHC.iCluster:2
TCGA-CC-5263-01	1	2	1	4	2	iCluster:3	Paradigm:C3	LIHC.iCluster:3
TCGA-CC-5264-01	1	2	1	4	3	iCluster:3	Paradigm:C3	LIHC.iCluster:3
TCGA-CC-A123-01	NA	1	2	3	NA	NA	NA	LIHC.NA
TCGA-CC-A1HT-01	1	2	1	5	3	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-DD-A113-01	1	3	NA	1	2	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-DD-A114-01	1	1	1	5	2	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-DD-A115-01	4	2	1	5	2	iCluster:3	Paradigm:C4	LIHC.iCluster:3
TCGA-DD-A116-01	5	1	1	5	3	iCluster:1	Paradigm:C4	LIHC.iCluster:1
TCGA-DD-A118-01	1	3	1	4	2	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-DD-A119-01	3	1	2	5	1	iCluster:1	Paradigm:C4	LIHC.iCluster:1
TCGA-DD-A11A-01	4	3	2	1	3	iCluster:2	Paradigm:C2	LIHC.iCluster:2
TCGA-DD-A11B-01	4	4	1	2	2	iCluster:2	Paradigm:C1	LIHC.iCluster:2
TCGA-DD-A11C-01	4	4	2	1	2	iCluster:3	Paradigm:C3	LIHC.iCluster:3
TCGA-DD-A11D-01	4	2	1	5	2	iCluster:3	Paradigm:C4	LIHC.iCluster:3
TCGA-DD-A1EA-01	5	4	NA	1	4	iCluster:3	Paradigm:C1	LIHC.iCluster:3
TCGA-DD-A1EB-01	4	4	2	2	2	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-DD-A1EC-01	1	4	1	3	1	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-DD-A1EE-01	5	4	2	1	1	iCluster:3	Paradigm:C1	LIHC.iCluster:3
TCGA-DD-A1EF-01	1	3	1	1	1	iCluster:1	Paradigm:C1	LIHC.iCluster:1
TCGA-DD-A1EH-01	1	3	1	4	2	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-DD-A1EI-01	1	1	NA	5	3	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-EP-A12J-01	5	4	2	1	1	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-BC-4072-01	1	2	1	3	1	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-BC-A216-01	1	2	1	1	2	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-BC-A217-01	4	2	2	1	2	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-DD-A1E9-01	NA	4	1	#N/A	3	NA	NA	LIHC.NA
TCGA-DD-A1ED-01	5	2	2	5	4	iCluster:1	Paradigm:C1	LIHC.iCluster:1
TCGA-DD-A1EJ-01	1	2	1	1	2	iCluster:3	Paradigm:C3	LIHC.iCluster:3
TCGA-DD-A1EL-01	5	2	1	1	3	iCluster:3	Paradigm:C3	LIHC.iCluster:3
TCGA-EP-A26S-01	5	4	2	1	4	iCluster:3	Paradigm:C1	LIHC.iCluster:3
TCGA-FV-A23B-01	1	4	2	1	2	iCluster:2	Paradigm:C3	LIHC.iCluster:2
TCGA-G3-A25S-01	4	2	2	3	2	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-G3-A25T-01	1	3	NA	5	2	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-G3-A25U-01	4	4	1	1	2	iCluster:3	Paradigm:C1	LIHC.iCluster:3
TCGA-G3-A25V-01	3	2	2	5	1	iCluster:2	Paradigm:C1	LIHC.iCluster:2
TCGA-G3-A25W-01	NA	4	2	3	1	NA	NA	LIHC.NA
TCGA-G3-A25X-01	1	3	1	5	2	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-G3-A25Y-01	1	3	2	5	2	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-G3-A25Z-01	3	4	2	3	1	iCluster:3	Paradigm:C1	LIHC.iCluster:3
TCGA-EP-A2KA-01	1	4	2	3	3	iCluster:2	Paradigm:C2	LIHC.iCluster:2
TCGA-EP-A2KB-01	1	4	1	2	2	iCluster:2	Paradigm:C2	LIHC.iCluster:2
TCGA-ES-A2HS-01	3	4	1	2	1	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-ES-A2HT-01	3	2	2	2	1	iCluster:1	Paradigm:C4	LIHC.iCluster:1
TCGA-BC-A3KF-01	4	2	2	2	3	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-BC-A3KG-01	4	2	1	1	2	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-BD-A2L6-01	4	2	1	1	2	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-CC-5259-01	2	4	NA	3	NA	NA	NA	LIHC.NA
TCGA-CC-A3M9-01	1	1	1	5	1	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-CC-A3MA-01	1	3	1	4	3	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-CC-A3MB-01	1	4	1	2	3	iCluster:2	Paradigm:C3	LIHC.iCluster:2
TCGA-DD-A1EG-01	3	2	NA	5	3	iCluster:3	Paradigm:C3	LIHC.iCluster:3
TCGA-DD-A1EK-01	4	2	NA	2	1	iCluster:3	Paradigm:C4	LIHC.iCluster:3
TCGA-DD-A39V-01	5	4	2	1	1	iCluster:3	Paradigm:C4	LIHC.iCluster:3
TCGA-DD-A39W-01	5	4	2	1	4	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-DD-A39X-01	3	3	2	2	3	iCluster:1	Paradigm:C1	LIHC.iCluster:1
TCGA-DD-A39Y-01	1	1	1	3	3	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-DD-A39Z-01	2	4	2	2	1	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-DD-A3A0-01	NA	1	2	1	2	NA	NA	LIHC.NA
TCGA-DD-A3A1-01	4	2	1	2	1	iCluster:3	Paradigm:C4	LIHC.iCluster:3
TCGA-DD-A3A2-01	4	4	2	2	4	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-EP-A2KC-01	5	4	2	3	1	iCluster:3	Paradigm:C2	LIHC.iCluster:3
TCGA-EP-A3JL-01	3	2	1	5	1	iCluster:2	Paradigm:C2	LIHC.iCluster:2
TCGA-FV-A2QR-01	4	2	1	2	2	iCluster:3	Paradigm:C1	LIHC.iCluster:3
TCGA-G3-A3CI-01	4	2	2	2	4	iCluster:1	Paradigm:C4	LIHC.iCluster:1
TCGA-G3-A3CJ-01	5	4	NA	2	1	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-G3-A3CK-01	5	4	2	2	4	iCluster:2	Paradigm:C1	LIHC.iCluster:2
TCGA-BD-A3EP-01	3	2	2	5	3	iCluster:2	Paradigm:C1	LIHC.iCluster:2
TCGA-CC-A3MC-01	3	1	2	3	3	iCluster:1	Paradigm:C2	LIHC.iCluster:1
TCGA-DD-A3A3-01	2	1	1	3	1	iCluster:1	Paradigm:C4	LIHC.iCluster:1
TCGA-DD-A3A4-01	3	4	2	3	2	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-DD-A3A5-01	4	2	2	2	2	iCluster:3	Paradigm:C4	LIHC.iCluster:3
TCGA-DD-A3A7-01	3	3	2	3	3	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-DD-A3A8-01	5	4	2	2	1	iCluster:2	Paradigm:C4	LIHC.iCluster:2
TCGA-EP-A3RK-01	5	4	2	3	1	iCluster:2	Paradigm:C3	LIHC.iCluster:2
TCGA-FV-A2QQ-01	3	4	1	2	1	iCluster:2	Paradigm:C1	LIHC.iCluster:2
TCGA-FV-A3I1-01	3	2	NA	3	2	iCluster:3	Paradigm:C3	LIHC.iCluster:3
TCGA-FV-A3R2-01	4	4	2	#N/A	2	NA	Paradigm:C2	LIHC.NA
TCGA-FV-A3R3-01	1	1	2	#N/A	4	NA	Paradigm:C1	LIHC.NA
TCGA-G3-A3CH-01	4	1	2	5	1	iCluster:1	Paradigm:C1	LIHC.iCluster:1
TCGA-DD-A3A9-01	1	3	1	3	2	iCluster:1	Paradigm:C1	LIHC.iCluster:1
TCGA-DD-A4NA-01	1	3	1	4	2	iCluster:1	Paradigm:C3	LIHC.iCluster:1
TCGA-DD-A4NB-01	3	2	1	3	2	iCluster:1	Paradigm:C1	LIHC.iCluster:1
TCGA-DD-A4ND-01	1	2	2	5	1	iCluster:2	Paradigm:C3	LIHC.iCluster:2
TCGA-ED-A459-01	1	4	1	3	3	iCluster:2	Paradigm:C2	LIHC.iCluster:2
TCGA-ED-A4XI-01	3	1	2	5	1	iCluster:1	Paradigm:C1	LIHC.iCluster:1
TCGA-FV-A495-01	3	2	NA	5	2	iCluster:2	Paradigm:C4	LIHC.iCluster:2
